ts_code,symbol,name,area,industry,list_date
SZ002746,002746,仙坛股份,山东,农业综合,20150216
SZ002747,002747,埃斯顿,江苏,机械基件,20150320
SZ002748,002748,世龙实业,江西,化工原料,20150319
SZ002749,002749,国光股份,四川,农药化肥,20150320
SZ002750,002750,龙津药业,云南,中成药,20150324
SZ002752,002752,昇兴股份,福建,广告包装,20150422
SZ002753,002753,永东股份,山西,化工原料,20150519
SZ002755,002755,奥赛康,北京,化学制药,20150515
SZ002756,002756,永兴材料,浙江,小金属,20150515
SZ002757,002757,南兴股份,广东,专用机械,20150527
SZ002758,002758,浙农股份,浙江,汽车服务,20150527
SZ002759,002759,天际股份,广东,家用电器,20150528
SZ002760,002760,凤形股份,江西,机械基件,20150611
SZ002761,002761,浙江建投,浙江,建筑工程,20150610
SZ002762,002762,金发拉比,广东,服饰,20150610
SZ002763,002763,汇洁股份,深圳,服饰,20150610
SZ002765,002765,蓝黛科技,重庆,元器件,20150612
SZ002766,002766,索菱股份,深圳,汽车配件,20150611
SZ002767,002767,先锋电子,浙江,电器仪表,20150612
SZ002768,002768,国恩股份,山东,塑料,20150630
SZ002769,002769,普路通,深圳,仓储物流,20150629
SZ002771,002771,真视通,北京,软件服务,20150629
SZ002772,002772,众兴菌业,甘肃,种植业,20150626
SZ002773,002773,康弘药业,四川,化学制药,20150626
SZ002774,002774,快意电梯,广东,运输设备,20170324
SZ002775,002775,文科股份,广东,建筑工程,20150629
SZ002777,002777,久远银海,四川,软件服务,20151231
SZ002778,002778,中晟高科,江苏,环境保护,20160106
SZ002779,002779,中坚科技,浙江,农用机械,20151209
SZ002780,002780,三夫户外,北京,服饰,20151209
SZ002782,002782,可立克,深圳,电气设备,20151222
SZ002783,002783,凯龙股份,湖北,化工原料,20151209
SZ002785,002785,万里石,福建,其他建材,20151223
SZ002786,002786,银宝山新,深圳,专用机械,20151223
SZ002787,002787,华源控股,江苏,广告包装,20151231
SZ002788,002788,鹭燕医药,福建,医药商业,20160218
SZ002789,002789,建艺集团,深圳,装修装饰,20160311
SZ002790,002790,瑞尔特,福建,家居用品,20160308
SZ002791,002791,坚朗五金,广东,其他建材,20160329
SZ002792,002792,通宇通讯,广东,通信设备,20160328
SZ002793,002793,罗欣药业,山东,化学制药,20160415
SZ002795,002795,永和智控,浙江,机械基件,20160428
SZ002796,002796,世嘉科技,江苏,通信设备,20160510
SZ002797,002797,第一创业,深圳,证券,20160511
SZ002798,002798,帝欧家居,四川,家居用品,20160525
SZ002799,002799,环球印务,陕西,广告包装,20160608
SZ002800,002800,ST天顺,新疆,仓储物流,20160530
SZ002801,002801,微光股份,浙江,电气设备,20160622
SZ002802,002802,洪汇新材,江苏,化工原料,20160629
SZ002803,002803,吉宏股份,福建,互联网,20160712
SZ002805,002805,丰元股份,山东,电气设备,20160707
SZ002806,002806,华锋股份,广东,汽车配件,20160726
SZ002807,002807,江阴银行,江苏,银行,20160902
SZ002808,002808,ST恒久,江苏,元器件,20160812
SZ002809,002809,红墙股份,广东,化工原料,20160823
SZ002810,002810,山东赫达,山东,化工原料,20160826
SZ002811,002811,郑中设计,深圳,装修装饰,20160908
SZ002812,002812,恩捷股份,云南,电气设备,20160914
SZ002813,002813,路畅科技,深圳,汽车配件,20161012
SZ002815,002815,崇达技术,深圳,元器件,20161012
SZ002816,002816,*ST和科,深圳,专用机械,20161025
SZ002817,002817,黄山胶囊,安徽,化学制药,20161025
SZ002818,002818,富森美,四川,其他商业,20161109
SZ002819,002819,东方中科,北京,电器仪表,20161111
SZ002820,002820,桂发祥,天津,食品,20161118
SZ002821,002821,凯莱英,天津,生物制药,20161118
SZ002822,002822,ST中装,深圳,装修装饰,20161129
SZ002823,002823,凯中精密,深圳,机械基件,20161124
SZ002824,002824,和胜股份,广东,铝,20170112
SZ002825,002825,纳尔股份,上海,化工原料,20161129
SZ002826,002826,易明医药,西藏,化学制药,20161209
SZ002827,002827,高争民爆,西藏,化工原料,20161209
SZ002828,002828,贝肯能源,新疆,石油开采,20161208
SZ002829,002829,星网宇达,北京,航空,20161213
SZ002830,002830,名雕股份,深圳,装修装饰,20161213
SZ002831,002831,裕同科技,深圳,广告包装,20161216
SZ002832,002832,比音勒芬,广东,服饰,20161223
SZ002833,002833,弘亚数控,广东,专用机械,20161228
SZ002835,002835,同为股份,深圳,IT设备,20161228
SZ002836,002836,新宏泽,广东,广告包装,20161229
SZ002837,002837,英维克,深圳,专用机械,20161229
SZ002838,002838,道恩股份,山东,塑料,20170106
SZ002839,002839,张家港行,江苏,银行,20170124
SZ002840,002840,华统股份,浙江,食品,20170110
SZ002841,002841,视源股份,广东,元器件,20170119
SZ002842,002842,翔鹭钨业,广东,小金属,20170119
SZ002843,002843,泰嘉股份,湖南,钢加工,20170120
SZ002845,002845,同兴达,深圳,元器件,20170125
SZ002846,002846,英联股份,广东,广告包装,20170207
SZ002847,002847,盐津铺子,湖南,食品,20170208
SZ002848,002848,高斯贝尔,湖南,家用电器,20170213
SZ002849,002849,威星智能,浙江,电器仪表,20170217
SZ002850,002850,科达利,深圳,电气设备,20170302
SZ002851,002851,麦格米特,深圳,电气设备,20170306
SZ002852,002852,道道全,湖南,食品,20170310
SZ002853,002853,皮阿诺,广东,家居用品,20170310
SZ002855,002855,捷荣技术,广东,元器件,20170321
SZ002856,002856,美芝股份,深圳,装修装饰,20170320
SZ002857,002857,三晖电气,河南,电器仪表,20170323
SZ002858,002858,力盛体育,上海,文教休闲,20170324
SZ002859,002859,洁美科技,浙江,元器件,20170407
SZ002860,002860,星帅尔,浙江,家用电器,20170412
SZ002861,002861,瀛通通讯,湖北,元器件,20170413
SZ002862,002862,实丰文化,广东,文教休闲,20170411
SZ002863,002863,今飞凯达,浙江,汽车配件,20170418
SZ002864,002864,盘龙药业,陕西,中成药,20171116
SZ002865,002865,钧达股份,海南,电气设备,20170425
SZ002866,002866,传艺科技,江苏,IT设备,20170426
SZ002867,002867,周大生,深圳,服饰,20170427
SZ002868,002868,绿康生化,福建,农业综合,20170503
SZ002869,002869,金溢科技,深圳,通信设备,20170515
SZ002870,002870,香山股份,广东,汽车配件,20170515
SZ002871,002871,伟隆股份,山东,机械基件,20170511
SZ002872,002872,ST天圣,重庆,医药商业,20170519
SZ002873,002873,新天药业,贵州,中成药,20170519
SZ002875,002875,安奈儿,深圳,服饰,20170601
SZ002876,002876,三利谱,深圳,元器件,20170525
SZ002877,002877,智能自控,江苏,机械基件,20170605
SZ002878,002878,元隆雅图,北京,广告包装,20170606
SZ002879,002879,长缆科技,湖南,电气设备,20170707
SZ002880,002880,卫光生物,深圳,生物制药,20170616
SZ002881,002881,美格智能,深圳,通信设备,20170622
SZ002882,002882,金龙羽,深圳,电气设备,20170717
SZ002883,002883,中设股份,江苏,建筑工程,20170620
SZ002884,002884,凌霄泵业,广东,机械基件,20170711
SZ002885,002885,京泉华,深圳,元器件,20170627
SZ002886,002886,沃特股份,深圳,塑料,20170627
SZ002887,002887,绿茵生态,天津,环境保护,20170801
SZ002888,002888,惠威科技,广东,元器件,20170721
SZ002889,002889,东方嘉盛,深圳,仓储物流,20170731
SZ002890,002890,弘宇股份,山东,农用机械,20170802
SZ002891,002891,中宠股份,山东,饲料,20170821
SZ002892,002892,科力尔,湖南,电气设备,20170817
SZ002893,002893,京能热力,北京,供气供热,20170915
SZ002895,002895,川恒股份,贵州,化工原料,20170825
SZ002896,002896,中大力德,浙江,机械基件,20170829
SZ002897,002897,意华股份,浙江,元器件,20170907
SZ002898,002898,赛隆药业,广东,化学制药,20170912
SZ002899,002899,英派斯,山东,文教休闲,20170915
SZ002900,002900,哈三联,黑龙江,化学制药,20170922
SZ002901,002901,大博医疗,福建,医疗保健,20170922
SZ002902,002902,铭普光磁,广东,通信设备,20170929
SZ002903,002903,宇环数控,湖南,机床制造,20171013
SZ002905,002905,金逸影视,广东,影视音像,20171016
SZ002906,002906,华阳集团,广东,汽车配件,20171013
SZ002907,002907,华森制药,重庆,中成药,20171020
SZ002908,002908,德生科技,广东,元器件,20171020
SZ002909,002909,集泰股份,广东,化工原料,20171026
SZ002910,002910,庄园牧场,甘肃,乳制品,20171031
SZ002911,002911,佛燃能源,广东,供气供热,20171122
SZ002912,002912,中新赛克,深圳,IT设备,20171121
SZ002913,002913,奥士康,湖南,元器件,20171201
SZ002915,002915,中欣氟材,浙江,化工原料,20171205
SZ002916,002916,深南电路,深圳,元器件,20171213
SZ002917,002917,金奥博,深圳,化工原料,20171208
SZ002918,002918,蒙娜丽莎,广东,陶瓷,20171219
SZ002919,002919,名臣健康,广东,互联网,20171218
SZ002920,002920,德赛西威,广东,汽车配件,20171226
SZ002921,002921,联诚精密,山东,汽车配件,20171227
SZ002922,002922,伊戈尔,广东,电气设备,20171229
SZ002923,002923,润都股份,广东,化学制药,20180105
SZ002925,002925,盈趣科技,福建,元器件,20180115
SZ002926,002926,华西证券,四川,证券,20180205
SZ002927,002927,泰永长征,贵州,电气设备,20180223
SZ002928,002928,华夏航空,贵州,空运,20180302
SZ002929,002929,润建股份,广西,通信设备,20180301
SZ002930,002930,宏川智慧,广东,仓储物流,20180328
SZ002931,002931,锋龙股份,浙江,机械基件,20180403
SZ002932,002932,明德生物,湖北,医疗保健,20180710
SZ002933,002933,新兴装备,北京,航空,20180828
SZ002935,002935,天奥电子,四川,航空,20180903
SZ002936,002936,郑州银行,河南,银行,20180919
SZ002937,002937,兴瑞科技,浙江,元器件,20180926
SZ002938,002938,鹏鼎控股,深圳,元器件,20180918
SZ002939,002939,长城证券,深圳,证券,20181026
SZ002940,002940,昂利康,浙江,化学制药,20181023
SZ002941,002941,新疆交建,新疆,建筑工程,20181128
SZ002942,002942,新农股份,浙江,农药化肥,20181205
SZ002943,002943,宇晶股份,湖南,机床制造,20181129
SZ002945,002945,华林证券,西藏,证券,20190117
SZ002946,002946,新乳业,四川,乳制品,20190125
SZ002947,002947,恒铭达,江苏,元器件,20190201
SZ002948,002948,青岛银行,山东,银行,20190116
SZ002949,002949,华阳国际,深圳,建筑工程,20190226
SZ002950,002950,奥美医疗,湖北,医疗保健,20190311
SZ002951,002951,ST金时,四川,广告包装,20190315
SZ002952,002952,亚世光电,辽宁,元器件,20190328
SZ002953,002953,日丰股份,广东,电气设备,20190509
SZ002955,002955,鸿合科技,深圳,IT设备,20190523
SZ002956,002956,西麦食品,广西,食品,20190619
SZ002957,002957,科瑞技术,深圳,专用机械,20190726
SZ002958,002958,青农商行,山东,银行,20190326
SZ002959,002959,小熊电器,广东,家用电器,20190823
SZ002960,002960,青鸟消防,河北,专用机械,20190809
SZ002961,002961,瑞达期货,福建,多元金融,20190905
SZ002962,002962,五方光电,湖北,元器件,20190917
SZ002963,002963,豪尔赛,北京,装修装饰,20191028
SZ002965,002965,祥鑫科技,广东,汽车配件,20191025
SZ002966,002966,苏州银行,江苏,银行,20190802
SZ002967,002967,广电计量,广东,电器仪表,20191108
SZ002968,002968,新大正,重庆,房产服务,20191203
SZ002969,002969,嘉美包装,安徽,广告包装,20191202
SZ002970,002970,锐明技术,深圳,IT设备,20191217
SZ002971,002971,和远气体,湖北,化工原料,20200113
SZ002972,002972,科安达,深圳,运输设备,20191227
SZ002973,002973,侨银股份,广东,环境保护,20200106
SZ002975,002975,博杰股份,广东,专用机械,20200205
SZ002976,002976,瑞玛精密,江苏,汽车配件,20200306
SZ002977,002977,天箭科技,四川,通信设备,20200317
SZ002978,002978,安宁股份,四川,小金属,20200417
SZ002979,002979,雷赛智能,深圳,专用机械,20200408
SZ002980,002980,华盛昌,深圳,电器仪表,20200415
SZ002981,002981,朝阳科技,广东,元器件,20200417
SZ002982,002982,湘佳股份,湖南,农业综合,20200424
SZ002983,002983,芯瑞达,安徽,元器件,20200428
SZ002984,002984,森麒麟,山东,汽车配件,20200911
SZ002985,002985,北摩高科,北京,航空,20200429
SZ002986,002986,宇新股份,广东,化工原料,20200602
SZ002987,002987,京北方,北京,软件服务,20200507
SZ002988,002988,豪美新材,广东,铝,20200518
SZ002989,002989,中天精装,深圳,装修装饰,20200610
SZ002990,002990,盛视科技,深圳,软件服务,20200525
SZ002991,002991,甘源食品,江西,食品,20200731
SZ002992,002992,宝明科技,深圳,元器件,20200803
SZ002993,002993,奥海科技,广东,元器件,20200817
SZ002995,002995,天地在线,北京,互联网,20200805
SZ002996,002996,顺博合金,重庆,铝,20200828
SZ002997,002997,瑞鹄模具,安徽,专用机械,20200903
SZ002998,002998,优彩资源,江苏,化纤,20200925
SZ002999,002999,天禾股份,广东,批发业,20200903
SZ003000,003000,劲仔食品,湖南,食品,20200914
SZ003001,003001,中岩大地,北京,建筑工程,20201013
SZ003002,003002,壶化股份,山西,化工原料,20200922
SZ003003,003003,天元股份,广东,广告包装,20200921
SZ003004,003004,声迅股份,北京,软件服务,20201126
SZ003005,003005,竞业达,北京,软件服务,20200922
SZ003006,003006,百亚股份,重庆,造纸,20200921
SZ003007,003007,直真科技,北京,软件服务,20200923
SZ003008,003008,开普检测,河南,电气设备,20200923
SZ003009,003009,中天火箭,陕西,航空,20200925
SZ003010,003010,若羽臣,广东,互联网,20200925
SZ003011,003011,海象新材,浙江,家居用品,20200930
SZ003012,003012,东鹏控股,广东,陶瓷,20201019
SZ003013,003013,地铁设计,广东,建筑工程,20201022
SZ003015,003015,日久光电,江苏,元器件,20201021
SZ003016,003016,欣贺股份,福建,服饰,20201026
SZ003017,003017,大洋生物,浙江,化工原料,20201026
SZ003018,003018,金富科技,广东,塑料,20201106
SZ003019,003019,宸展光电,福建,元器件,20201117
SZ003020,003020,立方制药,安徽,化学制药,20201215
SZ003021,003021,兆威机电,深圳,元器件,20201204
SZ003022,003022,联泓新科,山东,化工原料,20201208
SZ003023,003023,彩虹集团,四川,家用电器,20201211
SZ003025,003025,思进智能,浙江,机床制造,20201211
SZ003026,003026,中晶科技,浙江,半导体,20201218
SZ003027,003027,同兴环保,安徽,环境保护,20201218
SZ003028,003028,振邦智能,深圳,元器件,20201228
SZ003029,003029,吉大正元,吉林,软件服务,20201224
SZ003030,003030,祖名股份,浙江,食品,20210106
SZ003031,003031,中瓷电子,河北,元器件,20210104
SZ003032,003032,传智教育,江苏,文教休闲,20210112
SZ003033,003033,征和工业,山东,汽车配件,20210111
SZ003035,003035,南网能源,广东,新型电力,20210119
SZ003036,003036,泰坦股份,浙江,纺织机械,20210128
SZ003037,003037,三和管桩,广东,水泥,20210204
SZ003038,003038,鑫铂股份,安徽,铝,20210210
SZ003039,003039,顺控发展,广东,水务,20210308
SZ003040,003040,楚天龙,广东,通信设备,20210322
SZ003041,003041,真爱美家,浙江,纺织,20210406
SZ003042,003042,中农联合,山东,农药化肥,20210406
SZ003043,003043,华亚智能,江苏,半导体,20210406
SZ003816,003816,中国广核,深圳,新型电力,20190826
SZ300001,300001,特锐德,山东,电气设备,20091030
SZ300002,300002,神州泰岳,北京,互联网,20091030
SZ300003,300003,乐普医疗,北京,医疗保健,20091030
SZ300004,300004,南风股份,广东,电气设备,20091030
SZ300005,300005,探路者,北京,服饰,20091030
SZ300006,300006,莱美药业,重庆,化学制药,20091030
SZ300007,300007,汉威科技,河南,电器仪表,20091030
SZ300008,300008,天海防务,上海,船舶,20091030
SZ300009,300009,安科生物,安徽,生物制药,20091030
SZ300010,300010,*ST豆神,北京,软件服务,20091030
SZ300011,300011,鼎汉技术,北京,运输设备,20091030
SZ300012,300012,华测检测,深圳,电器仪表,20091030
SZ300013,300013,新宁物流,河南,仓储物流,20091030
SZ300014,300014,亿纬锂能,广东,电气设备,20091030
SZ300015,300015,爱尔眼科,湖南,医疗保健,20091030
SZ300016,300016,北陆药业,北京,化学制药,20091030
SZ300017,300017,网宿科技,上海,软件服务,20091030
SZ300018,300018,中元股份,湖北,电气设备,20091030
SZ300019,300019,硅宝科技,四川,化工原料,20091030
SZ300020,300020,银江技术,浙江,软件服务,20091030
SZ300021,300021,大禹节水,甘肃,建筑工程,20091030
SZ300022,300022,吉峰科技,四川,农用机械,20091030
SZ300024,300024,机器人,辽宁,专用机械,20091030
SZ300025,300025,华星创业,浙江,通信设备,20091030
SZ300026,300026,红日药业,天津,中成药,20091030
SZ300027,300027,华谊兄弟,浙江,影视音像,20091030
SZ300029,300029,ST天龙,江苏,电气设备,20091225
SZ300030,300030,阳普医疗,广东,医疗保健,20091225
SZ300031,300031,宝通科技,江苏,互联网,20091225
SZ300032,300032,金龙机电,浙江,元器件,20091225
SZ300033,300033,同花顺,浙江,软件服务,20091225
SZ300034,300034,钢研高纳,北京,航空,20091225
SZ300035,300035,中科电气,湖南,电气设备,20091225
SZ300036,300036,超图软件,北京,软件服务,20091225
SZ300037,300037,新宙邦,深圳,化工原料,20100108
SZ300039,300039,上海凯宝,上海,中成药,20100108
SZ300040,300040,九洲集团,黑龙江,电气设备,20100108
SZ300041,300041,回天新材,湖北,化工原料,20100108
SZ300042,300042,朗科科技,深圳,IT设备,20100108
SZ300043,300043,星辉娱乐,广东,互联网,20100120
SZ300044,300044,赛为智能,深圳,软件服务,20100120
SZ300045,300045,华力创通,北京,IT设备,20100120
SZ300046,300046,台基股份,湖北,半导体,20100120
SZ300047,300047,天源迪科,深圳,软件服务,20100120
SZ300048,300048,合康新能,北京,电气设备,20100120
SZ300049,300049,福瑞股份,内蒙,医疗保健,20100120
SZ300050,300050,世纪鼎利,广东,通信设备,20100120
SZ300051,300051,琏升科技,福建,互联网,20100211
SZ300052,300052,中青宝,深圳,互联网,20100211
SZ300053,300053,航宇微,广东,半导体,20100211
SZ300054,300054,鼎龙股份,湖北,化工原料,20100211
SZ300055,300055,万邦达,北京,环境保护,20100226
SZ300056,300056,中创环保,福建,环境保护,20100226
SZ300057,300057,万顺新材,广东,铝,20100226
SZ300058,300058,蓝色光标,北京,广告包装,20100226
SZ300059,300059,东方财富,上海,证券,20100319
SZ300061,300061,旗天科技,上海,互联网,20100319
SZ300062,300062,中能电气,福建,电气设备,20100319
SZ300063,300063,天龙集团,广东,互联网,20100326
SZ300065,300065,海兰信,北京,船舶,20100326
SZ300066,300066,三川智慧,江西,电器仪表,20100326
SZ300067,300067,安诺其,上海,染料涂料,20100421
SZ300068,300068,南都电源,浙江,电气设备,20100421
SZ300069,300069,金利华电,山西,电气设备,20100421
SZ300070,300070,碧水源,北京,环境保护,20100421
SZ300071,300071,福石控股,北京,广告包装,20100421
SZ300072,300072,海新能科,北京,环境保护,20100427
SZ300073,300073,当升科技,北京,电气设备,20100427
SZ300074,300074,华平股份,上海,软件服务,20100427
SZ300075,300075,数字政通,北京,软件服务,20100427
SZ300076,300076,GQY视讯,浙江,IT设备,20100430
SZ300077,300077,国民技术,深圳,半导体,20100430
SZ300078,300078,思创医惠,浙江,软件服务,20100430
SZ300079,300079,数码视讯,北京,通信设备,20100430
SZ300080,300080,易成新能,河南,电气设备,20100625
SZ300081,300081,恒信东方,北京,文教休闲,20100520
SZ300082,300082,奥克股份,辽宁,化工原料,20100520
SZ300083,300083,创世纪,广东,机床制造,20100520
SZ300084,300084,海默科技,甘肃,专用机械,20100520
SZ300085,300085,银之杰,深圳,软件服务,20100526
SZ300086,300086,康芝药业,海南,化学制药,20100526
SZ300087,300087,荃银高科,安徽,种植业,20100526
SZ300088,300088,长信科技,安徽,元器件,20100526
SZ300091,300091,金通灵,江苏,机械基件,20100625
SZ300092,300092,科新机电,四川,专用机械,20100708
SZ300093,300093,金刚光伏,甘肃,电气设备,20100708
SZ300094,300094,国联水产,广东,渔业,20100708
SZ300095,300095,华伍股份,江西,电气设备,20100728
SZ300096,300096,ST易联众,福建,软件服务,20100728
SZ300097,300097,智云股份,辽宁,专用机械,20100728
SZ300098,300098,高新兴,广东,软件服务,20100728
SZ300099,300099,尤洛卡,山东,电器仪表,20100806
SZ300100,300100,双林股份,浙江,汽车服务,20100806
SZ300101,300101,振芯科技,四川,通信设备,20100806
SZ300102,300102,乾照光电,福建,半导体,20100812
SZ300103,300103,达刚控股,陕西,环境保护,20100812
SZ300105,300105,龙源技术,山东,电器仪表,20100820
SZ300106,300106,西部牧业,新疆,乳制品,20100820
SZ300107,300107,建新股份,河北,化工原料,20100820
SZ300108,300108,ST吉药,吉林,中成药,20100825
SZ300109,300109,新开源,河南,化工原料,20100825
SZ300110,300110,华仁药业,山东,化学制药,20100825
SZ300111,300111,向日葵,浙江,化学制药,20100827
SZ300112,300112,万讯自控,深圳,电器仪表,20100827
SZ300113,300113,顺网科技,浙江,互联网,20100827
SZ300114,300114,中航电测,陕西,电器仪表,20100827
SZ300115,300115,长盈精密,深圳,元器件,20100902
SZ300116,300116,保力新,陕西,电气设备,20100902
SZ300117,300117,嘉寓股份,北京,电气设备,20100902
SZ300118,300118,东方日升,浙江,电气设备,20100902
SZ300119,300119,瑞普生物,天津,农业综合,20100917
SZ300120,300120,经纬辉开,天津,元器件,20100917
SZ300121,300121,阳谷华泰,山东,化工原料,20100917
SZ300122,300122,智飞生物,重庆,生物制药,20100928
SZ300123,300123,亚光科技,湖南,半导体,20100928
SZ300124,300124,汇川技术,深圳,电器仪表,20100928
SZ300125,300125,聆达股份,辽宁,电气设备,20101013
SZ300126,300126,锐奇股份,上海,轻工机械,20101013
SZ300127,300127,银河磁体,四川,矿物制品,20101013
SZ300128,300128,锦富技术,江苏,元器件,20101013
SZ300129,300129,泰胜风能,上海,电气设备,20101019
SZ300130,300130,新国都,深圳,IT设备,20101019
SZ300131,300131,英唐智控,深圳,元器件,20101019
SZ300132,300132,青松股份,福建,化工原料,20101026
SZ300133,300133,华策影视,浙江,影视音像,20101026
SZ300134,300134,大富科技,安徽,通信设备,20101026
SZ300135,300135,宝利国际,江苏,化工原料,20101026
SZ300136,300136,信维通信,深圳,元器件,20101105
SZ300137,300137,先河环保,河北,环境保护,20101105
SZ300138,300138,晨光生物,河北,食品,20101105
SZ300139,300139,晓程科技,北京,黄金,20101112
SZ300140,300140,节能环境,陕西,环境保护,20101112
SZ300141,300141,和顺电气,江苏,电气设备,20101112
SZ300142,300142,沃森生物,云南,生物制药,20101112
SZ300143,300143,盈康生命,山东,医疗保健,20101209
SZ300144,300144,宋城演艺,浙江,旅游景点,20101209
SZ300145,300145,中金环境,浙江,机械基件,20101209
SZ300146,300146,汤臣倍健,广东,食品,20101215
SZ300147,300147,香雪制药,广东,中成药,20101215
SZ300148,300148,天舟文化,湖南,互联网,20101215
SZ300149,300149,睿智医药,广东,生物制药,20101222
SZ300150,300150,世纪瑞尔,北京,软件服务,20101222
SZ300151,300151,昌红科技,深圳,专用机械,20101222
SZ300152,300152,新动力,河北,环境保护,20101229
SZ300153,300153,科泰电源,上海,电气设备,20101229
SZ300154,300154,瑞凌股份,深圳,机械基件,20101229
SZ300155,300155,安居宝,广东,IT设备,20110107
SZ300157,300157,新锦动力,北京,石油开采,20110107
SZ300158,300158,振东制药,山西,化学制药,20110107
SZ300159,300159,新研股份,新疆,航空,20110107
SZ300160,300160,秀强股份,江苏,家用电器,20110113
SZ300161,300161,华中数控,湖北,机床制造,20110113
SZ300162,300162,雷曼光电,深圳,元器件,20110113
SZ300163,300163,先锋新材,浙江,其他建材,20110113
SZ300164,300164,通源石油,陕西,石油开采,20110113
SZ300165,300165,天瑞仪器,江苏,电器仪表,20110125
SZ300166,300166,东方国信,北京,软件服务,20110125
SZ300167,300167,ST迪威迅,深圳,软件服务,20110125
SZ300168,300168,万达信息,上海,软件服务,20110125
SZ300169,300169,天晟新材,江苏,塑料,20110125
SZ300170,300170,汉得信息,上海,软件服务,20110201
SZ300171,300171,东富龙,上海,医疗保健,20110201
SZ300172,300172,中电环保,江苏,环境保护,20110201
SZ300173,300173,福能东方,广东,轻工机械,20110201
SZ300174,300174,元力股份,福建,化工原料,20110201
SZ300175,300175,朗源股份,山东,食品,20110215
SZ300176,300176,派生科技,广东,汽车配件,20110215
SZ300177,300177,中海达,广东,通信设备,20110215
SZ300179,300179,四方达,河南,矿物制品,20110215
SZ300180,300180,华峰超纤,上海,化纤,20110222
SZ300181,300181,佐力药业,浙江,中成药,20110222
SZ300182,300182,捷成股份,北京,影视音像,20110222
SZ300183,300183,东软载波,山东,通信设备,20110222
SZ300184,300184,力源信息,湖北,元器件,20110222
SZ300185,300185,通裕重工,山东,工程机械,20110308
SZ300187,300187,永清环保,湖南,环境保护,20110308
SZ300188,300188,国投智能,福建,软件服务,20110316
SZ300189,300189,神农科技,海南,种植业,20110316
SZ300190,300190,维尔利,江苏,环境保护,20110316
SZ300191,300191,潜能恒信,北京,石油开采,20110316
SZ300192,300192,科德教育,江苏,文教休闲,20110322
SZ300193,300193,佳士科技,深圳,专用机械,20110322
SZ300194,300194,福安药业,重庆,化学制药,20110322
SZ300195,300195,长荣股份,天津,轻工机械,20110329
SZ300196,300196,长海股份,江苏,玻璃,20110329
SZ300197,300197,节能铁汉,深圳,环境保护,20110329
SZ300198,300198,纳川股份,福建,塑料,20110407
SZ300199,300199,翰宇药业,深圳,化学制药,20110407
SZ300200,300200,高盟新材,北京,化工原料,20110407
SZ300201,300201,海伦哲,江苏,工程机械,20110407
SZ300203,300203,聚光科技,浙江,环境保护,20110415
SZ300204,300204,舒泰神,北京,生物制药,20110415
SZ300205,300205,ST天喻,湖北,通信设备,20110421
SZ300206,300206,理邦仪器,深圳,医疗保健,20110421
SZ300207,300207,欣旺达,深圳,电气设备,20110421
SZ300208,300208,青岛中程,山东,电气设备,20110426
SZ300209,300209,ST有棵树,湖南,互联网,20110426
SZ300210,300210,森远股份,辽宁,专用机械,20110426
SZ300211,300211,亿通科技,江苏,通信设备,20110505
SZ300212,300212,易华录,北京,软件服务,20110505
SZ300213,300213,佳讯飞鸿,北京,通信设备,20110505
SZ300214,300214,日科化学,山东,化工原料,20110511
SZ300215,300215,电科院,江苏,电气设备,20110511
SZ300217,300217,东方电热,江苏,家用电器,20110518
SZ300218,300218,安利股份,安徽,塑料,20110518
SZ300219,300219,鸿利智汇,广东,元器件,20110518
SZ300220,300220,ST金运,湖北,专用机械,20110525
SZ300221,300221,银禧科技,广东,塑料,20110525
SZ300222,300222,科大智能,上海,电气设备,20110525
SZ300223,300223,北京君正,北京,半导体,20110531
SZ300224,300224,正海磁材,山东,矿物制品,20110531
SZ300225,300225,金力泰,上海,染料涂料,20110531
SZ300226,300226,上海钢联,上海,互联网,20110608
SZ300227,300227,光韵达,深圳,专用机械,20110608
SZ300228,300228,富瑞特装,江苏,化工机械,20110608
SZ300229,300229,拓尔思,北京,软件服务,20110615
SZ300230,300230,永利股份,上海,塑料,20110615
SZ300231,300231,银信科技,北京,软件服务,20110615
SZ300232,300232,洲明科技,深圳,元器件,20110622
SZ300233,300233,金城医药,山东,化学制药,20110622
SZ300234,300234,开尔新材,浙江,陶瓷,20110622
SZ300235,300235,方直科技,深圳,软件服务,20110629
SZ300236,300236,上海新阳,上海,半导体,20110629
SZ300237,300237,美晨生态,山东,汽车配件,20110629
SZ300238,300238,冠昊生物,广东,医疗保健,20110706
SZ300239,300239,东宝生物,内蒙,生物制药,20110706
SZ300240,300240,飞力达,江苏,仓储物流,20110706
SZ300241,300241,瑞丰光电,深圳,半导体,20110712
SZ300242,300242,佳云科技,广东,互联网,20110712
SZ300243,300243,瑞丰高材,山东,化工原料,20110712
SZ300244,300244,迪安诊断,浙江,医疗保健,20110719
SZ300245,300245,天玑科技,上海,软件服务,20110719
SZ300246,300246,宝莱特,广东,医疗保健,20110719
SZ300247,300247,融捷健康,安徽,医疗保健,20110729
SZ300248,300248,新开普,河南,软件服务,20110729
SZ300249,300249,依米康,四川,IT设备,20110803
SZ300250,300250,初灵信息,浙江,软件服务,20110803
SZ300251,300251,光线传媒,北京,影视音像,20110803
SZ300252,300252,金信诺,深圳,通信设备,20110818
SZ300253,300253,卫宁健康,上海,软件服务,20110818
SZ300254,300254,仟源医药,山西,化学制药,20110819
